num,M1,M2,mu,WHnu,WHmuL,BHmuL,BHmuR,BmuLmuR,sum
90900,1329.87777,1155.4919,374.743761,2.1775554e-09,-4.20051073e-10,1.07480452e-10,-2.14656014e-10,9.25091705e-11,1.74283793e-09
90926,2857.3723,1235.05537,325.184023,2.34333451e-09,-4.57806028e-10,6.26753601e-11,-1.25149078e-10,2.24367091e-11,1.84549147e-09
90942,4272.9001,1182.13056,328.173146,2.4247774e-09,-4.71264103e-10,4.25474026e-11,-8.49623144e-11,9.39572015e-12,1.9204941e-09
90962,4156.48044,1201.48316,396.373275,2.27545401e-09,-4.97953382e-10,4.6916333e-11,-9.36929105e-11,1.25889154e-11,1.74331296e-09
91046,1506.89521,1255.02511,365.627057,2.28043646e-09,-4.88131273e-10,1.19473373e-10,-2.38528619e-10,9.18070933e-11,1.76505704e-09
91058,1084.96361,1265.72,371.851205,2.25869447e-09,-4.90899715e-10,1.562955e-10,-3.12005854e-10,1.61492484e-10,1.77357689e-09
91128,2371.87853,1115.05482,353.651444,2.6007426e-09,-5.41057334e-10,8.11673031e-11,-1.62058308e-10,3.81524093e-11,2.01694667e-09
91144,2714.14659,1230.44912,367.993941,2.33705225e-09,-5.04008291e-10,7.1999702e-11,-1.43761151e-10,3.01558217e-11,1.79143834e-09
91146,2872.81912,1406.61342,317.820103,2.15121103e-09,-4.33784173e-10,6.51557189e-11,-1.3008647e-10,2.24456049e-11,1.67494171e-09
91160,3359.74941,1032.85286,356.009237,2.71987572e-09,-5.48793356e-10,5.65242555e-11,-1.12869841e-10,1.79460656e-11,2.13268284e-09
91170,1215.39966,1194.05766,383.381316,2.18184288e-09,-4.4440088e-10,1.24347405e-10,-2.48309826e-10,1.18360093e-10,1.73183967e-09
91194,3087.40278,1056.45323,387.330128,2.50019296e-09,-5.13198593e-10,5.89335055e-11,-1.17698108e-10,2.26652386e-11,1.95089501e-09
91204,1655.51122,1318.65835,352.218824,2.13081501e-09,-4.36467013e-10,1.02810074e-10,-2.05284545e-10,6.98106271e-11,1.66168415e-09
91214,1059.28616,1382.10176,337.463185,2.11576894e-09,-4.34854731e-10,1.51030687e-10,-3.01494736e-10,1.43413688e-10,1.67386385e-09
91284,1705.53598,1248.66107,361.930934,2.04710318e-09,-3.91989146e-10,8.70425234e-11,-1.73846732e-10,5.90201082e-11,1.62732994e-09
91302,4744.96963,1139.63218,375.378959,2.48677003e-09,-5.33156471e-10,4.21759773e-11,-8.42190245e-11,8.93923501e-12,1.92050974e-09
91334,1519.05735,1288.14924,360.303756,2.1864492e-09,-4.56306717e-10,1.13344211e-10,-2.26308504e-10,8.50749982e-11,1.70225319e-09
91342,2653.30593,1079.78962,370.437421,2.53673065e-09,-5.19771037e-10,6.9353674e-11,-1.38494539e-10,3.03108513e-11,1.9781296e-09
91346,4801.79101,1134.32698,384.364531,2.2688143e-09,-4.54514858e-10,3.62962626e-11,-7.24977052e-11,8.12447325e-12,1.78622247e-09
91398,2939.40336,1104.70889,379.503704,2.19600427e-09,-4.12235069e-10,5.23143456e-11,-1.04502701e-10,2.15605414e-11,1.75314139e-09
91422,3750.15558,1051.59736,383.677705,2.49800579e-09,-5.05918369e-10,4.82420947e-11,-9.63492449e-11,1.45763203e-11,1.95855659e-09
91434,3260.28002,1050.31621,395.116478,2.32799794e-09,-4.52306069e-10,5.01571493e-11,-1.00190401e-10,1.88700589e-11,1.84452868e-09
91444,1964.79685,1218.21243,399.903993,2.2218708e-09,-4.86928088e-10,9.32138142e-11,-1.86137005e-10,6.05319107e-11,1.70255143e-09
91450,4190.52311,1416.68775,314.374533,2.15428002e-09,-4.34150618e-10,4.56449431e-11,-9.11328646e-11,9.73475427e-12,1.68437623e-09
91502,2630.99339,1289.09384,399.912016,2.0976361e-09,-4.61208986e-10,7.0898328e-11,-1.4158505e-10,3.36360703e-11,1.59937646e-09
91526,3746.7123,1139.63055,350.733218,2.47470862e-09,-4.98851993e-10,4.98043955e-11,-9.94547599e-11,1.37022751e-11,1.93990854e-09
91536,1365.36401,1012.04337,397.415853,2.58849322e-09,-5.38376223e-10,1.22523231e-10,-2.44654591e-10,1.1102529e-10,2.03901092e-09
91540,4457.07606,1368.49945,333.570829,2.08832839e-09,-4.15881118e-10,4.04438524e-11,-8.07644072e-11,8.60518544e-12,1.6407319e-09
91550,3523.64058,1218.78631,384.197489,2.2182641e-09,-4.68479789e-10,5.25024141e-11,-1.0485245e-10,1.70337476e-11,1.71446802e-09
91552,4969.79472,1202.90404,379.359487,2.30867473e-09,-4.93135393e-10,3.90362551e-11,-7.79550817e-11,7.93812601e-12,1.78455863e-09
91554,2714.04933,1250.35181,373.397791,2.13211411e-09,-4.34979922e-10,6.3777346e-11,-1.27373673e-10,2.76527991e-11,1.66119066e-09
91560,3501.7383,1103.1702,390.094979,2.26905358e-09,-4.47758517e-10,4.77695763e-11,-9.54179406e-11,1.6250077e-11,1.78989677e-09
91588,4149.0107,1137.2969,325.593032,2.64304612e-09,-5.30209226e-10,4.73161575e-11,-9.44696116e-11,1.04835376e-11,2.07616698e-09
91594,4882.72545,1086.64902,325.564461,2.68417959e-09,-5.21704151e-10,3.86586571e-11,-7.71920636e-11,7.02213137e-12,2.13096416e-09
91640,4543.52783,1060.25977,363.770883,2.59746621e-09,-5.24499513e-10,4.13870324e-11,-8.26504568e-11,9.2040869e-12,2.04090735e-09
91662,1660.16869,1095.60975,394.522631,2.31908571e-09,-4.68903244e-10,9.67747371e-11,-1.93273421e-10,7.28395812e-11,1.82652336e-09
91666,1519.77422,1119.26359,373.173919,2.3108021e-09,-4.53812856e-10,1.02088779e-10,-2.03878556e-10,7.8780732e-11,1.8339802e-09
91678,2654.52893,1046.12172,371.111738,2.37940084e-09,-4.46182386e-10,5.95278392e-11,-1.18902944e-10,2.67097504e-11,1.9005531e-09
91704,4064.58393,1000.69116,380.426487,2.61616551e-09,-5.21088612e-10,4.44851956e-11,-8.88466495e-11,1.20695194e-11,2.06278497e-09
91722,3007.74629,1219.16423,383.625982,2.0753538e-09,-4.11855212e-10,5.43975524e-11,-1.08655763e-10,2.1802526e-11,1.6310429e-09
91732,3881.31468,1272.18507,338.161983,2.17962102e-09,-4.24171699e-10,4.4759935e-11,-8.93895763e-11,1.16459932e-11,1.72246567e-09
91734,2058.3753,1091.53087,367.522395,2.40040117e-09,-4.69687384e-10,8.02215554e-11,-1.6021254e-10,4.60575348e-11,1.89678033e-09
91788,2937.53888,1006.4884,350.831881,2.67311059e-09,-5.11349995e-10,5.93834167e-11,-1.18592369e-10,2.22203536e-11,2.124772e-09
91794,2644.71405,1250.86208,318.887041,2.40021447e-09,-4.77304757e-10,7.05421873e-11,-1.40840122e-10,2.68191919e-11,1.87943097e-09
91796,4904.49242,1403.88074,347.021293,2.09350053e-09,-4.42191357e-10,3.97530177e-11,-7.93772632e-11,7.51804317e-12,1.61920297e-09
91812,4150.7851,1059.7769,368.212932,2.55593497e-09,-5.14213281e-10,4.44363488e-11,-8.87430546e-11,1.13013352e-11,2.00871632e-09
91846,2458.03266,1128.82935,366.275301,2.32359388e-09,-4.5534006e-10,6.79830452e-11,-1.3577528e-10,3.2412315e-11,1.8328739e-09
91882,4607.81178,1003.18369,354.923603,2.7635527e-09,-5.47346791e-10,4.08847256e-11,-8.16450204e-11,8.71181583e-12,2.18415743e-09
91888,3503.82283,1415.4313,327.89695,2.13193037e-09,-4.40544407e-10,5.50508921e-11,-1.09913264e-10,1.52644206e-11,1.65178801e-09
91890,4396.6783,1018.7904,380.440715,2.52893549e-09,-4.97265287e-10,4.00514403e-11,-7.99957233e-11,9.9179519e-12,2.00164387e-09
91928,4308.77778,1208.56581,383.866078,2.18094316e-09,-4.48337187e-10,4.14343045e-11,-8.275603e-11,1.0564595e-11,1.70184885e-09
91942,2243.06736,1340.58797,337.669121,2.16370692e-09,-4.40504698e-10,8.03491968e-11,-1.60433011e-10,3.87240721e-11,1.68184248e-09
91946,1097.06286,1034.86978,363.175682,2.66206372e-09,-5.37647118e-10,1.46212846e-10,-2.9190762e-10,1.44786765e-10,2.12350859e-09
91960,3188.60196,1155.61336,380.613078,2.35612347e-09,-4.94434306e-10,5.84393299e-11,-1.16704578e-10,2.11570924e-11,1.824581e-09
92026,3509.94043,1446.68757,328.007189,2.03983253e-09,-4.14063347e-10,5.27774844e-11,-1.05382891e-10,1.47875025e-11,1.58795128e-09
92036,1254.46316,1183.95649,367.590272,2.27926534e-09,-4.62026822e-10,1.25428641e-10,-2.50449804e-10,1.12382575e-10,1.80459993e-09
92046,2532.91997,1244.4237,379.468278,2.07353498e-09,-4.15713017e-10,6.50762208e-11,-1.29977779e-10,3.11093002e-11,1.62402971e-09
92050,3454.62875,1242.36222,346.955625,2.28033461e-09,-4.61471657e-10,5.3158773e-11,-1.06153104e-10,1.60550678e-11,1.78192369e-09
92066,2989.50169,1268.89817,390.637902,2.11181516e-09,-4.50495754e-10,6.09003277e-11,-1.2162519e-10,2.44945886e-11,1.62508913e-09
92068,1206.78969,1032.05055,384.050557,2.29574546e-09,-4.23431865e-10,1.08067815e-10,-2.15847086e-10,1.0141051e-10,1.86594483e-09
92070,3719.22766,1128.33021,368.145298,2.46448511e-09,-5.10704914e-10,5.1031778e-11,-1.0190763e-10,1.4769935e-11,1.91767428e-09
92074,1865.58374,1222.41164,374.144011,2.28406797e-09,-4.86349367e-10,9.7451515e-11,-1.94585049e-10,6.24221384e-11,1.7630072e-09
92106,4610.68499,1050.96835,391.25922,2.59118715e-09,-5.51422642e-10,4.25744246e-11,-8.502139e-11,9.83658127e-12,2.00715412e-09
92130,3413.67847,1314.42165,348.745807,2.19915683e-09,-4.57254518e-10,5.54813571e-11,-1.10784875e-10,1.69360663e-11,1.70353486e-09
92170,1623.59019,1185.90552,392.856385,2.10621391e-09,-4.21138046e-10,9.38677561e-11,-1.8747934e-10,7.16312154e-11,1.66309549e-09
92172,4502.79092,1031.44643,371.395377,2.41003463e-09,-4.5041127e-10,3.61865253e-11,-7.22834464e-11,8.71882748e-12,1.93224526e-09
92218,1853.12377,1270.0747,352.182296,2.12977851e-09,-4.20334644e-10,8.76524003e-11,-1.75042176e-10,5.3626787e-11,1.67568088e-09
92220,1892.13586,1186.30143,370.34663,2.39810901e-09,-5.13716187e-10,9.91355512e-11,-1.97935257e-10,6.1935648e-11,1.84752877e-09
92242,3079.73503,1099.72154,383.548686,2.18948713e-09,-4.1152945e-10,4.99424354e-11,-9.97664107e-11,1.97425001e-11,1.74787621e-09
92252,4004.88105,1345.78625,351.946469,2.04395196e-09,-4.10675992e-10,4.3960713e-11,-8.77951256e-11,1.13569666e-11,1.60079852e-09
92260,2172.63426,1026.47728,348.899493,2.76483617e-09,-5.53727587e-10,8.50053602e-11,-1.69727742e-10,4.35658245e-11,2.16995203e-09
92268,2247.93806,1151.04401,394.669134,2.25931282e-09,-4.68916076e-10,7.69107665e-11,-1.53603254e-10,4.30351776e-11,1.75673944e-09
92278,3242.63844,1217.43141,396.271938,2.20666212e-09,-4.76210518e-10,5.76935277e-11,-1.15218919e-10,2.12771915e-11,1.6942034e-09
92286,4770.10176,1034.91974,335.518467,2.72748226e-09,-5.25355982e-10,3.87042551e-11,-7.72890405e-11,7.52632729e-12,2.17106782e-09
92352,1005.75275,1075.37395,388.528794,2.27905531e-09,-4.39090302e-10,1.30043329e-10,-2.59704637e-10,1.41190681e-10,1.85149438e-09
92354,4678.03071,1267.20587,349.471119,2.16518831e-09,-4.28630935e-10,3.77029543e-11,-7.52984848e-11,7.94074469e-12,1.70690259e-09
92416,3011.04094,1253.18163,364.499938,2.306381e-09,-4.96083572e-10,6.51877121e-11,-1.30160576e-10,2.39416691e-11,1.76926623e-09
92446,3334.06025,1120.67685,363.503048,2.53012804e-09,-5.28050067e-10,5.80253728e-11,-1.15865363e-10,1.88782158e-11,1.9631162e-09
92464,2834.80426,1220.90468,363.262785,2.13028292e-09,-4.14544252e-10,5.76593102e-11,-1.15163881e-10,2.34785348e-11,1.68171263e-09
92466,4554.63841,1121.37785,397.739836,2.12259937e-09,-4.07080539e-10,3.46489723e-11,-6.92193288e-11,8.86027877e-12,1.68980875e-09
92472,3957.72766,1103.33294,321.080234,2.64836999e-09,-5.10816189e-10,4.69470712e-11,-9.37409905e-11,1.1119391e-11,2.10187928e-09
92496,4425.10833,1347.5973,320.462104,2.25537321e-09,-4.57807575e-10,4.38304276e-11,-8.75105602e-11,8.82511266e-12,1.76271062e-09
92524,1037.77158,1005.02686,355.031785,2.54832151e-09,-4.70960784e-10,1.30689554e-10,-2.60971205e-10,1.2856697e-10,2.07564605e-09
92540,4122.97433,1248.40265,356.706178,2.15256338e-09,-4.25377824e-10,4.19506728e-11,-8.3785039e-11,1.06486805e-11,1.69599987e-09
92578,4260.24735,1006.65334,370.813701,2.67086098e-09,-5.33932814e-10,4.34442264e-11,-8.67623012e-11,1.07537759e-11,2.10436387e-09
92618,2002.17327,1029.49807,370.348075,2.60813887e-09,-5.22808057e-10,8.72979555e-11,-1.74327742e-10,5.16990274e-11,2.05000006e-09
92620,2139.97881,1389.12804,305.133297,2.48834507e-09,-5.45857682e-10,1.05286402e-10,-2.10084708e-10,4.69582081e-11,1.88464729e-09
92622,2281.20101,1324.2081,327.430021,2.38398501e-09,-5.09832871e-10,8.97885828e-11,-1.79226912e-10,4.05206479e-11,1.82523446e-09
92630,4347.27818,1566.33404,285.570993,2.25526701e-09,-4.80400482e-10,5.21259734e-11,-1.04014773e-10,9.04578073e-12,1.73202351e-09
92634,3232.98055,1201.7581,314.754717,2.64973573e-09,-5.46514916e-10,6.40832554e-11,-1.27919802e-10,1.85103142e-11,2.05789458e-09
92638,4932.75135,1080.38951,280.279208,3.23533902e-09,-6.51037362e-10,4.58136971e-11,-9.14210172e-11,6.60530604e-12,2.54529964e-09
92640,2163.02514,1600.85755,317.796341,2.12339434e-09,-4.81158742e-10,1.03937746e-10,-2.07404987e-10,4.76356704e-11,1.58640403e-09
92644,1859.49671,1084.80507,315.856035,3.25020951e-09,-7.33212863e-10,1.30698585e-10,-2.60735347e-10,6.99062597e-11,2.45686615e-09
92652,3487.38528,1673.45702,291.106133,2.06201204e-09,-4.39677205e-10,6.28041075e-11,-1.25333153e-10,1.50106498e-11,1.57481644e-09
92656,3409.5913,1103.07572,295.928571,3.13763288e-09,-6.56528278e-10,6.73611714e-11,-1.34417569e-10,1.6637755e-11,2.43068595e-09
92666,3025.79769,1351.71121,311.488692,2.6525826e-09,-6.11260504e-10,8.26350914e-11,-1.64860469e-10,2.43325209e-11,1.98342924e-09
92668,4102.18913,1129.35951,347.43024,2.6738327e-09,-5.6820869e-10,5.08129683e-11,-1.01446274e-10,1.19237782e-11,2.06691448e-09
92678,4406.23503,1073.80332,249.559635,3.69300278e-09,-7.53339604e-10,5.7680205e-11,-1.15031261e-10,8.26294631e-12,2.89057506e-09
92684,2204.51387,1115.56588,296.237322,3.09057747e-09,-6.46252551e-10,1.01283792e-10,-2.02100468e-10,4.25922314e-11,2.38610047e-09
92688,3452.93013,1344.50661,307.800267,2.32146121e-09,-4.66749752e-10,5.64880622e-11,-1.12771138e-10,1.49931145e-11,1.8134215e-09
92690,3052.17234,1086.6831,323.674871,2.80271996e-09,-5.6346637e-10,6.50405959e-11,-1.2984709e-10,2.09380929e-11,2.19538519e-09
92692,4450.47518,1404.75025,316.26245,2.28675506e-09,-4.83688096e-10,4.72306895e-11,-9.42807457e-11,9.03677249e-12,1.76505368e-09
92702,2124.01888,1087.43898,308.140833,3.3376682e-09,-7.5682187e-10,1.19163297e-10,-2.37698416e-10,5.32569164e-11,2.51556813e-09
92706,4029.50006,1564.56138,326.555179,2.19834939e-09,-5.13807465e-10,5.99751486e-11,-1.19679389e-10,1.28528486e-11,1.63769053e-09
92714,3326.8235,1422.09245,303.540677,2.45139375e-09,-5.40029097e-10,6.99084566e-11,-1.39497312e-10,1.81440139e-11,1.85991981e-09
92716,3205.96363,1005.11656,309.848844,3.32328259e-09,-6.9523751e-10,7.07582679e-11,-1.41209851e-10,1.98357678e-11,2.57742926e-09
92718,2890.22998,1367.93465,332.760158,2.30224315e-09,-4.99290972e-10,7.23851625e-11,-1.44493829e-10,2.51671168e-11,1.75601063e-09
92720,1494.97808,1026.01542,282.989683,3.36914348e-09,-6.75483234e-10,1.40628561e-10,-2.80578253e-10,8.55227945e-11,2.63923335e-09
92722,2218.28013,1107.41656,288.66308,2.97677792e-09,-5.85641136e-10,9.13994977e-11,-1.82415872e-10,3.79370812e-11,2.33805749e-09
92728,1037.58317,1221.36496,262.874876,3.21487588e-09,-6.88748477e-10,2.23416599e-10,-4.45411414e-10,1.77630857e-10,2.48176345e-09
92738,3373.13508,1159.99765,279.806388,3.01113718e-09,-6.09180779e-10,6.57590732e-11,-1.31220448e-10,1.57851759e-11,2.35228021e-09
92748,2871.06621,1746.48506,290.639228,2.13100079e-09,-4.87050603e-10,8.66462468e-11,-1.72838088e-10,2.5408852e-11,1.5831672e-09
92754,4432.0374,1359.58763,341.065454,2.35777844e-09,-5.30475156e-10,5.04874422e-11,-1.0077666e-10,1.02255581e-11,1.78723963e-09
92756,2685.86262,1016.52045,306.901782,3.02518275e-09,-5.83503762e-10,7.2226267e-11,-1.44185788e-10,2.58560631e-11,2.39557553e-09
92758,2334.69621,1343.37737,319.863278,2.42113707e-09,-5.22074653e-10,9.07939169e-11,-1.81214525e-10,3.88245005e-11,1.84746631e-09
92760,1628.55735,1684.58422,298.543603,2.1686097e-09,-4.98404333e-10,1.45603281e-10,-2.90429721e-10,8.48601595e-11,1.61023908e-09
92766,1720.29824,1350.52019,313.059368,2.2931296e-09,-4.6534791e-10,1.07559455e-10,-2.14709099e-10,6.30612979e-11,1.78369334e-09
92770,2161.96701,1469.15729,308.224444,2.47932525e-09,-5.78893695e-10,1.15559838e-10,-2.30514879e-10,5.06299731e-11,1.83610649e-09
92772,3488.34403,1241.58708,319.326575,2.63211542e-09,-5.64717946e-10,6.28561224e-11,-1.25456747e-10,1.64503705e-11,2.02124722e-09
92786,1501.77051,1261.01657,258.205633,3.08467706e-09,-6.47335413e-10,1.57617664e-10,-3.14308972e-10,8.69535449e-11,2.36760388e-09
92788,4364.23587,1448.67972,295.654511,2.24243202e-09,-4.54559993e-10,4.64142257e-11,-9.26496471e-11,8.66942135e-12,1.75030603e-09
92790,2905.19993,1346.27823,320.049679,2.45055156e-09,-5.34706782e-10,7.5714973e-11,-1.51115025e-10,2.48997768e-11,1.86534451e-09
92798,4715.16198,1115.19103,252.508949,3.43930743e-09,-6.90213805e-10,5.1301839e-11,-1.02331292e-10,6.91512361e-12,2.7049793e-09
92814,3656.49548,1256.71749,297.50368,2.7417405e-09,-5.80708611e-10,6.19609464e-11,-1.23647647e-10,1.41053628e-11,2.11345055e-09
92816,3760.80352,1619.14922,276.349062,2.22779631e-09,-4.71835118e-10,6.06139353e-11,-1.20939944e-10,1.23286765e-11,1.70796386e-09
92826,3919.53784,1092.50689,319.021525,2.880295e-09,-5.89675756e-10,5.3380725e-11,-1.06559312e-10,1.22145522e-11,2.24965521e-09
92832,1097.17991,1176.86601,327.637747,2.75313501e-09,-5.97603924e-10,1.78942582e-10,-3.57059143e-10,1.65089024e-10,2.14250355e-09
92838,3555.35498,1086.76001,352.557922,2.70583768e-09,-5.6647746e-10,5.67896812e-11,-1.13385947e-10,1.63907535e-11,2.0991547e-09
92846,2939.016,1005.83086,291.487701,3.47440705e-09,-7.18499768e-10,7.89405882e-11,-1.57511175e-10,2.30982104e-11,2.70043491e-09
92852,1611.07418,1083.82385,321.803991,2.90158893e-09,-5.98882927e-10,1.22907847e-10,-2.45312947e-10,7.85329081e-11,2.25883381e-09
92856,4755.83234,1530.67257,302.12502,2.38354414e-09,-5.47988944e-10,5.30627336e-11,-1.05860702e-10,8.23248543e-12,1.79098971e-09
92862,3775.64906,1481.30379,325.872593,2.2308761e-09,-4.99468146e-10,5.95528852e-11,-1.1885952e-10,1.42235487e-11,1.68632486e-09
92864,2747.64275,1336.67596,283.638974,2.53240776e-09,-5.11235907e-10,7.57996545e-11,-1.51275609e-10,2.41097106e-11,1.96980561e-09
92868,3523.00517,1202.79164,329.096641,2.5853123e-09,-5.41823013e-10,5.87312024e-11,-1.17245561e-10,1.5917092e-11,2.00089202e-09
92870,4969.72703,1007.23645,282.803299,3.68069171e-09,-7.8090836e-10,5.09167261e-11,-1.01571864e-10,6.98138792e-12,2.8561096e-09
92874,4875.43383,1405.11253,304.347738,2.41855088e-09,-5.20582063e-10,4.61369176e-11,-9.20773993e-11,7.31351077e-12,1.85934185e-09
92880,4582.58145,1435.72242,317.334485,2.24174472e-09,-4.77539906e-10,4.61310584e-11,-9.20848674e-11,8.49145397e-12,1.72674246e-09
92888,2256.20841,1334.32847,309.499544,2.68733294e-09,-6.15188579e-10,1.08730117e-10,-2.16912136e-10,4.56820876e-11,2.00964443e-09
92892,2052.10398,1057.50424,279.931719,3.2649406e-09,-6.49555077e-10,1.04355288e-10,-2.08228498e-10,4.53871349e-11,2.55689945e-09
92898,4686.87066,1350.63394,341.034381,2.29492169e-09,-5.00022517e-10,4.50913156e-11,-9.00186239e-11,8.64558519e-12,1.75861745e-09
92900,4251.3033,1371.77884,309.614016,2.60495724e-09,-5.95189024e-10,5.86101856e-11,-1.16937435e-10,1.09602314e-11,1.9624012e-09
92904,1811.22754,1587.79436,285.085167,2.1494212e-09,-4.45459202e-10,1.12385677e-10,-2.24268036e-10,5.69867449e-11,1.64906638e-09
92906,4208.165,1504.6828,289.486192,2.438264e-09,-5.41293158e-10,5.82544643e-11,-1.16219353e-10,1.03849137e-11,1.84939087e-09
92910,3467.95582,1147.03327,336.916566,2.77047156e-09,-6.028431e-10,6.35266813e-11,-1.2680344e-10,1.76426109e-11,2.12199431e-09
92912,3427.83368,1496.34961,338.371663,2.09902969e-09,-4.63660337e-10,6.15868312e-11,-1.22942484e-10,1.761222e-11,1.59162592e-09
92918,4235.3689,1408.39731,317.668578,2.29857113e-09,-4.91807909e-10,5.04368095e-11,-1.00676656e-10,1.02871017e-11,1.76681048e-09
92924,2017.23633,1595.069,307.25882,2.26652791e-09,-5.27002474e-10,1.20700348e-10,-2.407783e-10,5.72495658e-11,1.67669705e-09
92934,1018.80601,1392.93401,291.278627,2.35195941e-09,-4.73926647e-10,1.72027049e-10,-3.43273334e-10,1.49070781e-10,1.85585726e-09
92936,4800.52672,1098.32328,322.837752,2.75200275e-09,-5.48360599e-10,4.13024765e-11,-8.24619371e-11,7.46823035e-12,2.16995092e-09
92950,2955.62113,1369.73336,322.64003,2.4585424e-09,-5.52093748e-10,7.77743702e-11,-1.5520886e-10,2.49595364e-11,1.8539737e-09
92952,3434.936,1375.34355,361.289415,2.23277717e-09,-5.08844327e-10,6.29108602e-11,-1.25589328e-10,1.90433195e-11,1.68029769e-09
92954,1582.1551,1441.40512,346.41614,2.22703953e-09,-5.13120205e-10,1.34290348e-10,-2.68001532e-10,9.38497928e-11,1.67405793e-09
92956,3634.16835,1314.67887,304.682975,2.75855117e-09,-6.27477487e-10,6.93294539e-11,-1.38313054e-10,1.57100415e-11,2.07780013e-09
92962,4534.93287,1231.01916,322.196901,2.65202671e-09,-5.71766679e-10,4.89787251e-11,-9.77605227e-11,9.12288318e-12,2.04060112e-09
92968,1524.56373,1257.50813,298.660301,2.72330276e-09,-5.77074543e-10,1.38989574e-10,-2.77324498e-10,8.71265407e-11,2.09501983e-09
92972,2473.85229,1133.58673,352.30532,2.72344629e-09,-5.99381242e-10,8.65608114e-11,-1.7278851e-10,3.80759183e-11,2.07591326e-09
92976,1680.41294,1317.22814,390.570767,2.1544387e-09,-4.87972579e-10,1.13132489e-10,-2.25872229e-10,8.39326659e-11,1.63765904e-09
92978,2733.97755,1098.12064,269.666169,3.38141581e-09,-6.96450815e-10,8.71644908e-11,-1.73879022e-10,2.56763252e-11,2.62392679e-09
92980,3001.62168,1456.7625,330.374022,2.28989396e-09,-5.23458699e-10,7.66053964e-11,-1.52880577e-10,2.46815354e-11,1.71484162e-09
92982,3539.68214,1202.5949,342.867952,2.49794342e-09,-5.25583171e-10,5.70136809e-11,-1.13828946e-10,1.60964422e-11,1.93164142e-09
92992,3179.60305,1167.08576,345.902834,2.74755733e-09,-6.17927454e-10,7.15490834e-11,-1.42807668e-10,2.25759996e-11,2.08094729e-09
92994,1641.5838,1650.82553,289.938293,2.04311957e-09,-4.26043041e-10,1.21356698e-10,-2.42175859e-10,6.90764247e-11,1.5653338e-09
92996,1232.24511,1471.62313,295.231453,2.46614136e-09,-5.52926318e-10,1.8237498e-10,-3.63755672e-10,1.38545383e-10,1.87037973e-09
92998,4228.15469,1376.90739,298.778662,2.36944195e-09,-4.84231696e-10,4.88185036e-11,-9.74459381e-11,9.53540011e-12,1.84611822e-09
93000,4424.00121,1089.97363,318.642593,2.87995143e-09,-5.86810997e-10,4.71804144e-11,-9.4184339e-11,9.21160198e-12,2.25534811e-09
93002,4792.94508,1219.03995,318.168424,2.73593802e-09,-5.94628692e-10,4.76836798e-11,-9.51674065e-11,8.04340009e-12,2.101869e-09
93006,1430.13042,1420.38879,346.697343,2.25952655e-09,-5.2002013e-10,1.46550745e-10,-2.92460158e-10,1.13151051e-10,1.70674806e-09
93010,4274.12298,1078.22274,300.562679,3.378213e-09,-7.49688606e-10,5.99255268e-11,-1.19548237e-10,1.07121317e-11,2.57961382e-09
93014,2855.67754,1246.09369,305.227843,2.49497461e-09,-4.9364757e-10,6.73644966e-11,-1.34482329e-10,2.23763241e-11,1.95658553e-09
93018,1068.82324,1557.25097,261.749612,2.50703602e-09,-5.42846818e-10,2.12359565e-10,-4.23398109e-10,1.63656814e-10,1.91680747e-09
93022,1827.59771,1228.49591,309.389218,2.68385313e-09,-5.64995831e-10,1.14069337e-10,-2.276468e-10,6.17003824e-11,2.06698022e-09
93024,2819.83234,1664.57423,316.41311,2.12900925e-09,-5.00393482e-10,8.69210479e-11,-1.73419035e-10,2.85047805e-11,1.57062257e-09
93026,3682.52224,1257.07829,308.026719,2.78151376e-09,-6.1580685e-10,6.50240962e-11,-1.29746908e-10,1.48881371e-11,2.11587224e-09
93028,3469.65574,1340.41591,320.893855,2.48027913e-09,-5.46076112e-10,6.49003516e-11,-1.29528333e-10,1.70395093e-11,1.88661454e-09
93034,2872.03236,1345.23308,289.404394,2.51541796e-09,-5.15642268e-10,7.36856641e-11,-1.47057218e-10,2.25588885e-11,1.94896303e-09
93044,2553.37749,1295.33884,324.424745,2.55884502e-09,-5.66136942e-10,8.76204678e-11,-1.74866007e-10,3.39438186e-11,1.93940636e-09
93046,1383.91462,1419.0257,355.918926,2.1783114e-09,-4.95048053e-10,1.4326545e-10,-2.85944197e-10,1.16770829e-10,1.65735543e-09
93056,3707.17313,1362.5045,303.826124,2.71169725e-09,-6.28698516e-10,7.00560934e-11,-1.39747429e-10,1.52482662e-11,2.02855567e-09
93062,4159.95408,1399.8795,253.765603,2.82385166e-09,-5.957809e-10,6.0484747e-11,-1.20628268e-10,9.53998717e-12,2.17746723e-09
93064,3802.44366,1400.15366,331.616322,2.19235316e-09,-4.63459273e-10,5.29035163e-11,-1.05619616e-10,1.32121875e-11,1.68938998e-09
93072,3462.71397,1439.21438,354.809263,2.12587305e-09,-4.76704954e-10,6.08190512e-11,-1.21417974e-10,1.80114908e-11,1.60658066e-09
93080,4572.73441,1484.42609,318.274248,2.28785012e-09,-5.14253777e-10,5.08023404e-11,-1.01384974e-10,9.06689126e-12,1.73208061e-09
93084,3810.24068,1606.87385,295.377378,2.10602709e-09,-4.45551466e-10,5.64621802e-11,-1.12687016e-10,1.22904891e-11,1.61654128e-09
